<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.03.24	19:00:00	1.07941	1.08073	1.07816	1.07918	3351	0	0
2025.03.24	20:00:00	1.07918	1.07963	1.07848	1.07878	2612	0	0
2025.03.24	21:00:00	1.07877	1.08133	1.07841	1.08053	2886	0	0
2025.03.24	22:00:00	1.08055	1.08072	1.07975	1.08023	1271	0	0
2025.03.24	23:00:00	1.08023	1.08063	1.07995	1.08008	880	0	0
2025.03.25	00:00:00	1.08000	1.08013	1.07957	1.07996	643	0	20
2025.03.25	01:00:00	1.07995	1.08031	1.07952	1.08025	713	0	0
2025.03.25	02:00:00	1.08025	1.08038	1.08006	1.08025	643	0	0
2025.03.25	03:00:00	1.08024	1.08028	1.07961	1.08003	1506	0	0
2025.03.25	04:00:00	1.08001	1.08083	1.08000	1.08024	1941	0	0
2025.03.25	05:00:00	1.08024	1.08052	1.07942	1.07968	1814	0	0
2025.03.25	06:00:00	1.07967	1.08036	1.07961	1.08032	1493	0	0
2025.03.25	07:00:00	1.08032	1.08090	1.08028	1.08035	1260	0	0
2025.03.25	08:00:00	1.08034	1.08071	1.08013	1.08032	1253	0	0
2025.03.25	09:00:00	1.08031	1.08047	1.07929	1.07948	1893	0	0
2025.03.25	10:00:00	1.07946	1.08022	1.07852	1.07874	3073	0	0
2025.03.25	11:00:00	1.07874	1.07923	1.07770	1.07906	3626	0	0
2025.03.25	12:00:00	1.07906	1.08041	1.07875	1.08007	3431	0	0
2025.03.25	13:00:00	1.08004	1.08246	1.08000	1.08203	3529	0	0
2025.03.25	14:00:00	1.08203	1.08277	1.08110	1.08179	3133	0	0
2025.03.25	15:00:00	1.08179	1.08303	1.08158	1.08253	3194	0	0
2025.03.25	16:00:00	1.08250	1.08279	1.08140	1.08149	4056	0	0
2025.03.25	17:00:00	1.08147	1.08219	1.08019	1.08126	5163	0	0
2025.03.25	18:00:00	1.08126	1.08198	1.07973	1.08033	4137	0	0
2025.03.25	19:00:00	1.08032	1.08133	1.08020	1.08066	2962	0	0
2025.03.25	20:00:00	1.08067	1.08170	1.08059	1.08097	2146	0	0
2025.03.25	21:00:00	1.08095	1.08095	1.07971	1.07985	1874	0	0
2025.03.25	22:00:00	1.07987	1.08020	1.07908	1.07955	2215	0	0
2025.03.25	23:00:00	1.07954	1.07959	1.07900	1.07914	1090	0	0
2025.03.26	00:00:00	1.07894	1.07914	1.07893	1.07909	279	0	20
2025.03.26	01:00:00	1.07917	1.07932	1.07880	1.07886	844	0	0
2025.03.26	02:00:00	1.07886	1.07890	1.07854	1.07889	782	0	0
2025.03.26	03:00:00	1.07890	1.07924	1.07836	1.07844	1655	0	0
2025.03.26	04:00:00	1.07843	1.07954	1.07780	1.07937	2542	0	0
2025.03.26	05:00:00	1.07937	1.07972	1.07903	1.07953	1436	0	0
2025.03.26	06:00:00	1.07953	1.07963	1.07839	1.07861	1298	0	0
2025.03.26	07:00:00	1.07862	1.07879	1.07811	1.07843	995	0	0
2025.03.26	08:00:00	1.07843	1.07871	1.07779	1.07854	1547	0	0
2025.03.26	09:00:00	1.07854	1.07885	1.07823	1.07871	1788	0	0
2025.03.26	10:00:00	1.07865	1.07915	1.07813	1.07861	3642	0	0
2025.03.26	11:00:00	1.07861	1.07998	1.07855	1.07993	4299	0	0
2025.03.26	12:00:00	1.07988	1.08028	1.07928	1.07959	3012	0	0
2025.03.26	13:00:00	1.07957	1.08018	1.07868	1.07919	2749	0	0
2025.03.26	14:00:00	1.07918	1.07979	1.07888	1.07923	2455	0	0
2025.03.26	15:00:00	1.07923	1.07937	1.07818	1.07844	4450	0	0
2025.03.26	16:00:00	1.07847	1.07908	1.07677	1.07749	4372	0	0
2025.03.26	17:00:00	1.07747	1.07955	1.07732	1.07908	4934	0	0
2025.03.26	18:00:00	1.07908	1.07945	1.07676	1.07809	3658	0	0
2025.03.26	19:00:00	1.07809	1.07919	1.07770	1.07877	3214	0	0
2025.03.26	20:00:00	1.07878	1.07895	1.07520	1.07568	4698	0	0
2025.03.26	21:00:00	1.07567	1.07615	1.07531	1.07553	2550	0	0
2025.03.26	22:00:00	1.07553	1.07558	1.07440	1.07514	1986	0	0
2025.03.26	23:00:00	1.07515	1.07565	1.07502	1.07520	1268	0	0
2025.03.27	00:00:00	1.07510	1.07558	1.07340	1.07354	1047	0	20
2025.03.27	01:00:00	1.07353	1.07449	1.07330	1.07375	1901	0	0
2025.03.27	02:00:00	1.07373	1.07447	1.07356	1.07412	1249	0	0
2025.03.27	03:00:00	1.07411	1.07579	1.07409	1.07557	2119	0	0
2025.03.27	04:00:00	1.07557	1.07690	1.07554	1.07652	2353	0	0
2025.03.27	05:00:00	1.07652	1.07802	1.07650	1.07759	1812	0	0
2025.03.27	06:00:00	1.07759	1.07798	1.07730	1.07780	1229	0	0
2025.03.27	07:00:00	1.07780	1.07871	1.07770	1.07804	1403	0	0
2025.03.27	08:00:00	1.07804	1.07814	1.07638	1.07692	1667	0	0
2025.03.27	09:00:00	1.07692	1.07828	1.07682	1.07733	2509	0	0
2025.03.27	10:00:00	1.07731	1.07745	1.07541	1.07649	4610	0	0
2025.03.27	11:00:00	1.07649	1.07769	1.07556	1.07760	5593	0	0
2025.03.27	12:00:00	1.07758	1.07792	1.07611	1.07709	3635	0	0
2025.03.27	13:00:00	1.07709	1.07818	1.07668	1.07818	3182	0	0
2025.03.27	14:00:00	1.07818	1.07997	1.07788	1.07871	3214	0	0
2025.03.27	15:00:00	1.07872	1.07984	1.07832	1.07871	3654	0	0
2025.03.27	16:00:00	1.07871	1.07974	1.07766	1.07802	4521	0	0
2025.03.27	17:00:00	1.07804	1.07948	1.07775	1.07893	4465	0	0
2025.03.27	18:00:00	1.07894	1.08214	1.07856	1.07998	5752	0	0
2025.03.27	19:00:00	1.07998	1.08001	1.07917	1.07989	3793	0	0
2025.03.27	20:00:00	1.07992	1.08086	1.07895	1.07899	2619	0	0
2025.03.27	21:00:00	1.07898	1.07984	1.07893	1.07909	2086	0	0
2025.03.27	22:00:00	1.07910	1.07998	1.07884	1.07949	1639	0	0
2025.03.27	23:00:00	1.07948	1.08021	1.07940	1.08013	832	0	0
2025.03.28	00:00:00	1.07956	1.07973	1.07946	1.07965	379	0	20
2025.03.28	01:00:00	1.07975	1.07988	1.07956	1.07963	633	0	0
2025.03.28	02:00:00	1.07964	1.08015	1.07963	1.08009	855	0	0
2025.03.28	03:00:00	1.08009	1.08009	1.07882	1.07951	1958	0	0
2025.03.28	04:00:00	1.07950	1.07991	1.07916	1.07938	2021	0	0
2025.03.28	05:00:00	1.07940	1.07970	1.07903	1.07947	1974	0	0
2025.03.28	06:00:00	1.07947	1.07968	1.07910	1.07920	1412	0	0
2025.03.28	07:00:00	1.07920	1.07931	1.07845	1.07884	1362	0	0
2025.03.28	08:00:00	1.07884	1.07931	1.07866	1.07910	1632	0	0
2025.03.28	09:00:00	1.07901	1.07924	1.07827	1.07853	1509	0	0
2025.03.28	10:00:00	1.07853	1.07999	1.07816	1.07873	3248	0	0
2025.03.28	11:00:00	1.07866	1.07967	1.07753	1.07784	3782	0	0
2025.03.28	12:00:00	1.07784	1.07806	1.07688	1.07737	2921	0	0
2025.03.28	13:00:00	1.07737	1.07788	1.07679	1.07686	2463	0	0
2025.03.28	14:00:00	1.07685	1.07750	1.07644	1.07721	2202	0	0
2025.03.28	15:00:00	1.07720	1.07920	1.07642	1.07891	4183	0	0
2025.03.28	16:00:00	1.07890	1.08169	1.07849	1.08098	6003	0	0
2025.03.28	17:00:00	1.08108	1.08315	1.08095	1.08232	5716	0	0
2025.03.28	18:00:00	1.08232	1.08448	1.08194	1.08253	5284	0	0
2025.03.28	19:00:00	1.08253	1.08332	1.08201	1.08217	3323	0	0
2025.03.28	20:00:00	1.08217	1.08288	1.08120	1.08195	2518	0	0
2025.03.28	21:00:00	1.08195	1.08280	1.08137	1.08245	2290	0	0
2025.03.28	22:00:00	1.08245	1.08287	1.08231	1.08256	2029	0	0
2025.03.28	23:00:00	1.08256	1.08361	1.08243	1.08258	1097	0	0
2025.03.31	00:00:00	1.08213	1.08275	1.08133	1.08143	570	0	20
2025.03.31	01:00:00	1.08143	1.08224	1.08054	1.08209	2089	0	0
2025.03.31	02:00:00	1.08210	1.08294	1.08106	1.08237	2250	0	0
2025.03.31	03:00:00	1.08236	1.08417	1.08231	1.08417	3177	0	0
2025.03.31	04:00:00	1.08417	1.08455	1.08311	1.08328	3095	0	0
2025.03.31	05:00:00	1.08328	1.08457	1.08291	1.08405	2296	0	0
2025.03.31	06:00:00	1.08405	1.08415	1.08325	1.08331	1669	0	0
2025.03.31	07:00:00	1.08331	1.08359	1.08313	1.08344	1402	0	0
2025.03.31	08:00:00	1.08345	1.08429	1.08313	1.08344	2197	0	0
2025.03.31	09:00:00	1.08343	1.08449	1.08251	1.08374	4340	0	0
2025.03.31	10:00:00	1.08372	1.08494	1.08209	1.08318	5535	0	0
2025.03.31	11:00:00	1.08319	1.08344	1.08117	1.08275	4259	0	0
2025.03.31	12:00:00	1.08274	1.08305	1.08148	1.08163	2863	0	0
2025.03.31	13:00:00	1.08160	1.08209	1.08057	1.08185	2856	0	0
2025.03.31	14:00:00	1.08189	1.08293	1.08154	1.08198	3077	0	0
2025.03.31	15:00:00	1.08198	1.08212	1.08010	1.08038	3401	0	0
2025.03.31	16:00:00	1.08036	1.08214	1.08028	1.08082	4316	0	0
2025.03.31	17:00:00	1.08079	1.08086	1.07841	1.08021	5352	0	0
2025.03.31	18:00:00	1.08022	1.08167	1.07906	1.07942	5865	0	0
2025.03.31	19:00:00	1.07944	1.08161	1.07850	1.08118	3483	0	0
2025.03.31	20:00:00	1.08118	1.08177	1.08079	1.08148	2028	0	0
2025.03.31	21:00:00	1.08148	1.08180	1.08071	1.08147	1822	0	0
2025.03.31	22:00:00	1.08147	1.08199	1.08118	1.08142	1832	0	0
2025.03.31	23:00:00	1.08143	1.08189	1.08096	1.08138	1066	0	0
2025.04.01	00:00:00	1.08154	1.08190	1.08153	1.08181	411	0	20
2025.04.01	01:00:00	1.08188	1.08188	1.08152	1.08185	693	0	0
2025.04.01	02:00:00	1.08184	1.08198	1.08139	1.08177	827	0	0
2025.04.01	03:00:00	1.08177	1.08267	1.08174	1.08252	2252	0	0
2025.04.01	04:00:00	1.08252	1.08268	1.08169	1.08207	2460	0	0
2025.04.01	05:00:00	1.08207	1.08285	1.08202	1.08241	2109	0	0
2025.04.01	06:00:00	1.08241	1.08279	1.08212	1.08270	1994	0	0
2025.04.01	07:00:00	1.08269	1.08301	1.08251	1.08251	1469	0	0
2025.04.01	08:00:00	1.08251	1.08252	1.08067	1.08070	2168	0	0
2025.04.01	09:00:00	1.08070	1.08107	1.07990	1.08083	3228	0	0
2025.04.01	10:00:00	1.08084	1.08126	1.07992	1.08018	3897	0	0
2025.04.01	11:00:00	1.08017	1.08182	1.08006	1.08178	2658	0	0
2025.04.01	12:00:00	1.08178	1.08292	1.08148	1.08174	2857	0	0
2025.04.01	13:00:00	1.08174	1.08185	1.07901	1.07982	4280	0	0
2025.04.01	14:00:00	1.07980	1.07985	1.07783	1.07812	4093	0	0
2025.04.01	15:00:00	1.07813	1.07954	1.07813	1.07873	3344	0	0
2025.04.01	16:00:00	1.07873	1.07955	1.07795	1.07867	3945	0	0
2025.04.01	17:00:00	1.07840	1.08124	1.07821	1.08076	6644	0	0
2025.04.01	18:00:00	1.08076	1.08125	1.07986	1.07994	4734	0	0
2025.04.01	19:00:00	1.07994	1.08032	1.07927	1.07997	3158	0	0
2025.04.01	20:00:00	1.07998	1.08047	1.07913	1.07929	1845	0	0
2025.04.01	21:00:00	1.07929	1.07948	1.07852	1.07871	2069	0	0
2025.04.01	22:00:00	1.07871	1.07909	1.07855	1.07900	1569	0	0
2025.04.01	23:00:00	1.07900	1.08017	1.07886	1.07917	1189	0	0
2025.04.02	00:00:00	1.07878	1.07946	1.07868	1.07921	580	0	20
2025.04.02	01:00:00	1.07919	1.08082	1.07918	1.07991	1371	0	0
2025.04.02	02:00:00	1.07999	1.08000	1.07944	1.07945	995	0	0
2025.04.02	03:00:00	1.07945	1.07952	1.07891	1.07905	2166	0	0
2025.04.02	04:00:00	1.07906	1.07951	1.07872	1.07950	2004	0	0
2025.04.02	05:00:00	1.07950	1.08020	1.07942	1.07944	1693	0	0
2025.04.02	06:00:00	1.07945	1.08001	1.07937	1.07958	1253	0	0
2025.04.02	07:00:00	1.07958	1.07976	1.07925	1.07927	982	0	0
2025.04.02	08:00:00	1.07927	1.07927	1.07861	1.07897	1544	0	0
2025.04.02	09:00:00	1.07896	1.07965	1.07874	1.07928	2535	0	0
2025.04.02	10:00:00	1.07925	1.07948	1.07803	1.07919	3069	0	0
2025.04.02	11:00:00	1.07916	1.08019	1.07906	1.07975	2720	0	0
2025.04.02	12:00:00	1.07974	1.08084	1.07959	1.08061	2539	0	0
2025.04.02	13:00:00	1.08061	1.08068	1.07862	1.07949	2839	0	0
2025.04.02	14:00:00	1.07949	1.08063	1.07912	1.08025	2604	0	0
2025.04.02	15:00:00	1.08026	1.08195	1.07963	1.08192	3858	0	0
2025.04.02	16:00:00	1.08189	1.08293	1.08149	1.08265	4548	0	0
2025.04.02	17:00:00	1.08265	1.08615	1.08191	1.08583	5970	0	0
2025.04.02	18:00:00	1.08585	1.08731	1.08510	1.08674	5021	0	0
2025.04.02	19:00:00	1.08676	1.08676	1.08468	1.08523	3283	0	0
2025.04.02	20:00:00	1.08523	1.08596	1.08501	1.08519	2145	0	0
2025.04.02	21:00:00	1.08519	1.08592	1.08481	1.08543	2336	0	0
2025.04.02	22:00:00	1.08544	1.08560	1.08470	1.08499	2049	0	0
2025.04.02	23:00:00	1.08499	1.09245	1.08107	1.08594	11396	0	0
2025.04.03	00:00:00	1.08489	1.08539	1.08100	1.08250	1895	0	20
2025.04.03	01:00:00	1.08245	1.08397	1.08050	1.08391	6592	0	0
2025.04.03	02:00:00	1.08395	1.09110	1.08377	1.09043	7482	0	0
2025.04.03	03:00:00	1.09041	1.09076	1.08799	1.08905	8604	0	0
2025.04.03	04:00:00	1.08905	1.09230	1.08866	1.09134	5970	0	0
2025.04.03	05:00:00	1.09134	1.09247	1.09094	1.09123	4192	0	0
2025.04.03	06:00:00	1.09123	1.09213	1.09077	1.09150	3678	0	0
2025.04.03	07:00:00	1.09151	1.09167	1.09057	1.09069	3131	0	0
2025.04.03	08:00:00	1.09069	1.09520	1.09065	1.09443	4888	0	0
2025.04.03	09:00:00	1.09444	1.09902	1.09347	1.09898	8775	0	0
2025.04.03	10:00:00	1.09899	1.09902	1.09428	1.09709	8015	0	0
2025.04.03	11:00:00	1.09709	1.10207	1.09706	1.10094	6231	0	0
2025.04.03	12:00:00	1.10094	1.10473	1.10038	1.10308	6663	0	0
2025.04.03	13:00:00	1.10308	1.11465	1.10280	1.10525	10511	0	0
2025.04.03	14:00:00	1.10526	1.11012	1.10390	1.10877	8212	0	0
2025.04.03	15:00:00	1.10879	1.11094	1.10728	1.10817	9816	0	0
2025.04.03	16:00:00	1.10819	1.11352	1.10702	1.10793	11309	0	0
2025.04.03	17:00:00	1.10906	1.11275	1.10801	1.11184	10120	0	0
2025.04.03	18:00:00	1.11184	1.11190	1.10411	1.10505	8270	0	0
2025.04.03	19:00:00	1.10505	1.10559	1.10328	1.10389	6395	0	0
2025.04.03	20:00:00	1.10387	1.10395	1.10179	1.10246	4609	0	0
2025.04.03	21:00:00	1.10246	1.10407	1.10195	1.10373	3689	0	0
2025.04.03	22:00:00	1.10372	1.10374	1.10160	1.10274	3031	0	0
2025.04.03	23:00:00	1.10272	1.10525	1.10223	1.10506	1933	0	0
2025.04.04	00:00:00	1.10462	1.10514	1.10462	1.10501	656	0	20
2025.04.04	01:00:00	1.10520	1.10715	1.10491	1.10644	2154	0	0
2025.04.04	02:00:00	1.10643	1.10649	1.10422	1.10453	3064	0	0
2025.04.04	03:00:00	1.10452	1.10644	1.10368	1.10606	4439	0	0
2025.04.04	04:00:00	1.10606	1.10733	1.10570	1.10679	4286	0	0
2025.04.04	05:00:00	1.10679	1.10795	1.10608	1.10634	3887	0	0
2025.04.04	06:00:00	1.10634	1.10985	1.10576	1.10937	4623	0	0
2025.04.04	07:00:00	1.10937	1.10984	1.10822	1.10874	3986	0	0
2025.04.04	08:00:00	1.10874	1.11078	1.10785	1.10842	4424	0	0
2025.04.04	09:00:00	1.10843	1.10862	1.10499	1.10506	6120	0	0
2025.04.04	10:00:00	1.10505	1.10672	1.09998	1.10043	8166	0	0
2025.04.04	11:00:00	1.10042	1.10096	1.09757	1.09964	9078	0	0
2025.04.04	12:00:00	1.09964	1.09976	1.09715	1.09845	7457	0	0
2025.04.04	13:00:00	1.09844	1.10499	1.09646	1.10305	12494	0	0
2025.04.04	14:00:00	1.10303	1.10800	1.10222	1.10601	13450	0	0
2025.04.04	15:00:00	1.10603	1.10889	1.10076	1.10201	15790	0	0
2025.04.04	16:00:00	1.10201	1.10484	1.10053	1.10063	14671	0	0
2025.04.04	17:00:00	1.10058	1.10149	1.09601	1.09859	14362	0	0
2025.04.04	18:00:00	1.09861	1.10171	1.09671	1.10138	14703	0	0
2025.04.04	19:00:00	1.10138	1.10198	1.09617	1.09711	9538	0	0
2025.04.04	20:00:00	1.09712	1.09769	1.09243	1.09474	9686	0	0
2025.04.04	21:00:00	1.09471	1.09673	1.09394	1.09445	7090	0	0
2025.04.04	22:00:00	1.09445	1.09648	1.09278	1.09435	6331	0	0
2025.04.04	23:00:00	1.09434	1.09662	1.09324	1.09619	3544	0	0
2025.04.07	00:00:00	1.08870	1.09202	1.08780	1.09125	1485	0	20
2025.04.07	01:00:00	1.09124	1.09945	1.09124	1.09828	8825	0	0
2025.04.07	02:00:00	1.09827	1.10011	1.09815	1.09833	8951	0	0
2025.04.07	03:00:00	1.09834	1.09837	1.09463	1.09671	9419	0	0
2025.04.07	04:00:00	1.09671	1.09802	1.09544	1.09678	9538	0	0
2025.04.07	05:00:00	1.09678	1.09678	1.09197	1.09353	6382	0	0
2025.04.07	06:00:00	1.09354	1.09547	1.09301	1.09505	4099	0	0
2025.04.07	07:00:00	1.09504	1.09875	1.09482	1.09850	4097	0	0
2025.04.07	08:00:00	1.09856	1.10208	1.09780	1.10187	7296	0	0
2025.04.07	09:00:00	1.10186	1.10231	1.09938	1.10031	11437	0	0
2025.04.07	10:00:00	1.10029	1.10499	1.09981	1.10008	13054	0	0
2025.04.07	11:00:00	1.10008	1.10220	1.09680	1.09920	11300	0	0
2025.04.07	12:00:00	1.09919	1.09965	1.09500	1.09627	9674	0	0
2025.04.07	13:00:00	1.09629	1.09905	1.09577	1.09590	9907	0	0
2025.04.07	14:00:00	1.09590	1.09696	1.09352	1.09696	10098	0	0
2025.04.07	15:00:00	1.09696	1.09916	1.09392	1.09737	11743	0	0
2025.04.07	16:00:00	1.09740	1.09772	1.09373	1.09416	11606	0	0
2025.04.07	17:00:00	1.09417	1.09831	1.09168	1.09217	17659	0	0
2025.04.07	18:00:00	1.09217	1.09364	1.09012	1.09116	14165	0	0
2025.04.07	19:00:00	1.09114	1.09328	1.09039	1.09321	8218	0	0
2025.04.07	20:00:00	1.09323	1.09501	1.09296	1.09389	7535	0	0
2025.04.07	21:00:00	1.09388	1.09528	1.09235	1.09336	6467	0	0
2025.04.07	22:00:00	1.09335	1.09487	1.09138	1.09159	5905	0	0
2025.04.07	23:00:00	1.09161	1.09197	1.09014	1.09031	2872	0	0
2025.04.08	00:00:00	1.09006	1.09132	1.09006	1.09118	399	0	24
2025.04.08	01:00:00	1.09118	1.09207	1.09086	1.09173	1806	0	0
2025.04.08	02:00:00	1.09170	1.09191	1.09078	1.09149	2454	0	0
2025.04.08	03:00:00	1.09148	1.09501	1.09148	1.09399	5482	0	0
2025.04.08	04:00:00	1.09398	1.09618	1.09381	1.09599	7486	0	0
2025.04.08	05:00:00	1.09598	1.09803	1.09597	1.09710	4327	0	0
2025.04.08	06:00:00	1.09710	1.09718	1.09610	1.09635	3419	0	0
2025.04.08	07:00:00	1.09635	1.09797	1.09622	1.09762	3445	0	0
2025.04.08	08:00:00	1.09759	1.09761	1.09538	1.09684	4711	0	0
2025.04.08	09:00:00	1.09683	1.09921	1.09617	1.09767	7282	0	0
2025.04.08	10:00:00	1.09770	1.09806	1.09217	1.09237	10063	0	0
2025.04.08	11:00:00	1.09236	1.09487	1.09229	1.09367	7463	0	0
2025.04.08	12:00:00	1.09367	1.09375	1.09113	1.09198	7678	0	0
2025.04.08	13:00:00	1.09197	1.09392	1.09135	1.09276	6329	0	0
2025.04.08	14:00:00	1.09274	1.09449	1.09250	1.09342	7592	0	0
2025.04.08	15:00:00	1.09346	1.09685	1.09344	1.09484	7219	0	0
2025.04.08	16:00:00	1.09484	1.09558	1.09271	1.09352	9761	0	0
2025.04.08	17:00:00	1.09358	1.09358	1.08886	1.09103	10436	0	0
2025.04.08	18:00:00	1.09102	1.09195	1.08959	1.09117	7970	0	0
2025.04.08	19:00:00	1.09118	1.09324	1.08985	1.09298	7318	0	0
2025.04.08	20:00:00	1.09297	1.09486	1.09264	1.09338	8598	0	0
2025.04.08	21:00:00	1.09337	1.09692	1.09297	1.09521	6826	0	0
2025.04.08	22:00:00	1.09519	1.09779	1.09509	1.09541	6455	0	0
2025.04.08	23:00:00	1.09540	1.09628	1.09390	1.09574	2833	0	0
2025.04.09	00:00:00	1.09556	1.09573	1.09472	1.09557	795	0	54
2025.04.09	01:00:00	1.09560	1.09775	1.09559	1.09681	2970	0	0
2025.04.09	02:00:00	1.09682	1.09853	1.09665	1.09775	3732	0	0
2025.04.09	03:00:00	1.09774	1.10167	1.09711	1.10149	8853	0	0
2025.04.09	04:00:00	1.10150	1.10400	1.10140	1.10201	9384	0	0
2025.04.09	05:00:00	1.10201	1.10288	1.10096	1.10198	6478	0	0
2025.04.09	06:00:00	1.10198	1.10360	1.10127	1.10196	6630	0	0
2025.04.09	07:00:00	1.10196	1.10690	1.10189	1.10687	9040	0	0
2025.04.09	08:00:00	1.10686	1.10686	1.10291	1.10616	8497	0	0
2025.04.09	09:00:00	1.10617	1.10902	1.10426	1.10734	12414	0	0
2025.04.09	10:00:00	1.10725	1.10797	1.10095	1.10157	13769	0	0
2025.04.09	11:00:00	1.10156	1.10352	1.09982	1.10275	10992	0	0
2025.04.09	12:00:00	1.10276	1.10504	1.10092	1.10441	8376	0	0
2025.04.09	13:00:00	1.10440	1.10579	1.10253	1.10332	7986	0	0
2025.04.09	14:00:00	1.10333	1.10569	1.10216	1.10356	13042	0	0
2025.04.09	15:00:00	1.10356	1.10951	1.10348	1.10755	11438	0	0
2025.04.09	16:00:00	1.10757	1.10819	1.10331	1.10452	11965	0	0
2025.04.09	17:00:00	1.10452	1.10513	1.10264	1.10407	10083	0	0
2025.04.09	18:00:00	1.10408	1.10696	1.10367	1.10384	7593	0	0
2025.04.09	19:00:00	1.10385	1.10424	1.10136	1.10202	5543	0	0
2025.04.09	20:00:00	1.10203	1.10640	1.09463	1.09745	15538	0	0
2025.04.09	21:00:00	1.09745	1.09832	1.09134	1.09640	13749	0	0
2025.04.09	22:00:00	1.09640	1.09766	1.09326	1.09347	9495	0	0
2025.04.09	23:00:00	1.09359	1.09621	1.09288	1.09467	5730	0	0
2025.04.10	00:00:00	1.09445	1.09531	1.09445	1.09467	534	0	23
2025.04.10	01:00:00	1.09484	1.09630	1.09475	1.09606	4041	0	0
2025.04.10	02:00:00	1.09608	1.09615	1.09432	1.09510	3903	0	0
2025.04.10	03:00:00	1.09510	1.09868	1.09503	1.09864	7296	0	0
2025.04.10	04:00:00	1.09865	1.09877	1.09693	1.09718	5517	0	0
2025.04.10	05:00:00	1.09719	1.09792	1.09615	1.09719	4397	0	0
2025.04.10	06:00:00	1.09720	1.09893	1.09705	1.09816	4220	0	0
2025.04.10	07:00:00	1.09816	1.09852	1.09775	1.09829	3775	0	0
2025.04.10	08:00:00	1.09829	1.09957	1.09778	1.09857	4102	0	0
2025.04.10	09:00:00	1.09856	1.09890	1.09629	1.09830	7508	0	0
2025.04.10	10:00:00	1.09831	1.10308	1.09673	1.10264	9840	0	0
2025.04.10	11:00:00	1.10265	1.10480	1.10162	1.10376	8519	0	0
2025.04.10	12:00:00	1.10376	1.10598	1.10337	1.10593	7041	0	0
2025.04.10	13:00:00	1.10594	1.10810	1.10549	1.10797	7318	0	0
2025.04.10	14:00:00	1.10796	1.10886	1.10673	1.10704	6976	0	0
2025.04.10	15:00:00	1.10701	1.11318	1.10680	1.10972	10474	0	0
2025.04.10	16:00:00	1.10978	1.11345	1.10909	1.11269	9126	0	0
2025.04.10	17:00:00	1.11270	1.11864	1.11243	1.11854	9966	0	0
2025.04.10	18:00:00	1.11851	1.12289	1.11538	1.11907	12121	0	0
2025.04.10	19:00:00	1.11897	1.12100	1.11775	1.11968	10074	0	0
2025.04.10	20:00:00	1.11967	1.12108	1.11742	1.12100	8799	0	0
2025.04.10	21:00:00	1.12099	1.12416	1.12014	1.12154	7474	0	0
2025.04.10	22:00:00	1.12154	1.12198	1.11590	1.12072	7369	0	0
2025.04.10	23:00:00	1.12065	1.12065	1.11810	1.12017	3448	0	0
2025.04.11	00:00:00	1.11939	1.11995	1.11871	1.11896	879	0	20
2025.04.11	01:00:00	1.11909	1.12354	1.11909	1.12351	4013	0	0
2025.04.11	02:00:00	1.12352	1.12627	1.12133	1.12579	6989	0	0
2025.04.11	03:00:00	1.12577	1.13824	1.12514	1.13103	12661	0	0
2025.04.11	04:00:00	1.13103	1.13231	1.12759	1.13059	11695	0	0
2025.04.11	05:00:00	1.13060	1.13228	1.12952	1.13027	8358	0	0
2025.04.11	06:00:00	1.13027	1.13546	1.13022	1.13409	6191	0	0
2025.04.11	07:00:00	1.13408	1.13412	1.13102	1.13225	5102	0	0
2025.04.11	08:00:00	1.13225	1.13236	1.12707	1.12851	6510	0	0
2025.04.11	09:00:00	1.12858	1.12895	1.12462	1.12873	9536	0	0
2025.04.11	10:00:00	1.12860	1.13686	1.12841	1.13645	11965	0	0
2025.04.11	11:00:00	1.13645	1.14734	1.13492	1.14272	14214	0	0
2025.04.11	12:00:00	1.14268	1.14269	1.13847	1.13856	11051	0	0
2025.04.11	13:00:00	1.13854	1.13855	1.13202	1.13369	10331	0	0
2025.04.11	14:00:00	1.13366	1.13718	1.13238	1.13291	8968	0	0
2025.04.11	15:00:00	1.13289	1.13991	1.13249	1.13954	11325	0	0
2025.04.11	16:00:00	1.13953	1.14123	1.13245	1.13589	13769	0	0
2025.04.11	17:00:00	1.13597	1.13820	1.13272	1.13401	14299	0	0
2025.04.11	18:00:00	1.13397	1.13501	1.13124	1.13250	10158	0	0
2025.04.11	19:00:00	1.13247	1.13270	1.12766	1.13059	7946	0	0
2025.04.11	20:00:00	1.13058	1.13272	1.12825	1.12854	6536	0	0
2025.04.11	21:00:00	1.12855	1.13214	1.12845	1.13125	6028	0	0
2025.04.11	22:00:00	1.13126	1.13438	1.13092	1.13417	4304	0	0
2025.04.11	23:00:00	1.13418	1.13587	1.13366	1.13583	2440	0	0
2025.04.14	00:00:00	1.13126	1.13191	1.13126	1.13175	412	0	22
2025.04.14	01:00:00	1.13177	1.13552	1.13170	1.13346	6072	0	0
2025.04.14	02:00:00	1.13351	1.13491	1.13242	1.13423	4563	0	0
2025.04.14	03:00:00	1.13422	1.13709	1.13409	1.13654	6381	0	0
2025.04.14	04:00:00	1.13655	1.14092	1.13643	1.13857	6843	0	0
2025.04.14	05:00:00	1.13857	1.14015	1.13709	1.13722	4959	0	0
2025.04.14	06:00:00	1.13720	1.13838	1.13579	1.13717	4480	0	0
2025.04.14	07:00:00	1.13725	1.13851	1.13656	1.13678	3222	0	0
